key,korean,english
선택한 사진만,선택한 사진만,
설명,설명,
설정,설정,
설정 열기,설정 열기,
"성공 \(result.success), 실패 \(result.errors.count)","성공 \(result.success), 실패 \(result.errors.count)",
"성능 데이터(폴더 로딩 시간, 썸네일 속도, 메모리/CPU 사용량)를
개발자에게 전송합니다. 개인정보는 포함되지 않습니다.","성능 데이터(폴더 로딩 시간, 썸네일 속도, 메모리/CPU 사용량)를
개발자에게 전송합니다. 개인정보는 포함되지 않습니다.",
성능 모니터 & 로그,성능 모니터 & 로그,
성능 측정,성능 측정,
성능 측정 시작,성능 측정 시작,
성능 티어,성능 티어,
세션 열기 실패: \(error.localizedDescription),세션 열기 실패: \(error.localizedDescription),
세션 종료됨,세션 종료됨,
셀렉 / 미리보기,셀렉 / 미리보기,
셀렉 결과를 가져올 폴더 선택,셀렉 결과를 가져올 폴더 선택,
"셀렉 파일을
RAW 폴더에 적용합니다","셀렉 파일을
RAW 폴더에 적용합니다",
"셀렉 파일이 저장되었습니다.
작가에게 이 파일을 전달해주세요!","셀렉 파일이 저장되었습니다.
작가에게 이 파일을 전달해주세요!",
셀렉: \(spCount)장,셀렉: \(spCount)장,
셀렉용 1200px\(uploadOriginal ? ,셀렉용 1200px\(uploadOriginal ? ,
셀렉을 적용할 RAW/JPG 파일이 있는 폴더를 선택하세요,셀렉을 적용할 RAW/JPG 파일이 있는 폴더를 선택하세요,
셔터,셔터,
소스,소스,
수평/수직 보정 (\(String(format: ,수평/수직 보정 (\(String(format: ,
수평/수직 보정 + 썸네일 최적화,수평/수직 보정 + 썸네일 최적화,
스마트 컬렉션 이름,스마트 컬렉션 이름,
스타일,스타일,
스타일 미리보기 생성 중... (\(loadedCount)/\(PictureStyleService.styles.count)),스타일 미리보기 생성 중... (\(loadedCount)/\(PictureStyleService.styles.count)),
스타일 추천,스타일 추천,
스페이스 셀렉,스페이스 셀렉,
스페이스 셀렉 (SP) 토글,스페이스 셀렉 (SP) 토글,
슬라이드,슬라이드,
슬라이드쇼 / 배치 이름 변경,슬라이드쇼 / 배치 이름 변경,
시스템 정보,시스템 정보,
시안,시안,
시퀀스 번호,시퀀스 번호,
실행 취소,실행 취소,
썸네일 캐시,썸네일 캐시,
썸네일 캐시 크기: \(Int(thumbnailCacheSize))장,썸네일 캐시 크기: \(Int(thumbnailCacheSize))장,
썸네일 크기,썸네일 크기,
썸네일/필름스트립 보더 체계 재정비 (별점/라벨/SP),썸네일/필름스트립 보더 체계 재정비 (별점/라벨/SP),
알 수 없는 오류,알 수 없는 오류,
어두운,어두운,
얼굴 그룹,얼굴 그룹,
얼굴 영역의 선명도 검사 (흔들림/초점 미스),얼굴 영역의 선명도 검사 (흔들림/초점 미스),
업로드 중...,업로드 중...,
업로드 중... \(uploadProgress)/\(uploadTotal),업로드 중... \(uploadProgress)/\(uploadTotal),
업로드가 진행 중입니다,업로드가 진행 중입니다,
업로드할 새 파일 없음 (\(skippedCount)장 이미 존재),업로드할 새 파일 없음 (\(skippedCount)장 이미 존재),
연간,연간,
연사 그룹,연사 그룹,
연사 사진,연사 사진,
연사 중 최고의 한 장 자동 선별,연사 중 최고의 한 장 자동 선별,
열기,열기,
예상 소요: \(estimatedTime(photoCount)),예상 소요: \(estimatedTime(photoCount)),
예상: $\(String(format: ,예상: $\(String(format: ,
"완료: \(result.success)장 성공, \(result.failed)장 실패 (\(timeStr))","완료: \(result.success)장 성공, \(result.failed)장 실패 (\(timeStr))",
외부 Finder 드롭 지원 (필름스트립/그리드),외부 Finder 드롭 지원 (필름스트립/그리드),
외장 디스크,외장 디스크,
우수,우수,
워터마크,워터마크,
원래 이름으로,원래 이름으로,
원래 이름으로 복원,원래 이름으로 복원,
원본 ZIP 생성 중...,원본 ZIP 생성 중...,
원본 ZIP 업로드 중...,원본 ZIP 업로드 중...,
원본 ZIP 처리 중...,원본 ZIP 처리 중...,
원본 덮어쓰기,원본 덮어쓰기,
원본 보는 중,원본 보는 중,
원본 파일명,원본 파일명,
원본 파일명 유지,원본 파일명 유지,
원본 폴더,원본 폴더,
원클릭 최적화,원클릭 최적화,
월간,월간,
위 / 아래 행 이동,위 / 아래 행 이동,
유사 그룹핑 → A컷 추천,유사 그룹핑 → A컷 추천,
유사도 \(Int(cluster.similarity * 100))%,유사도 \(Int(cluster.similarity * 100))%,
응답 데이터 없음,응답 데이터 없음,
응답 파싱 실패,응답 파싱 실패,
"이 기기는 이미 테스터 키로 활성화되어 있습니다.
남은 기간: \(days)일","이 기기는 이미 테스터 키로 활성화되어 있습니다.
남은 기간: \(days)일",
이 사진 선택하기,이 사진 선택하기,
이동,이동,
이름,이름,
이름 변경 (\(targetCount)장),이름 변경 (\(targetCount)장),
이름 변경 실패: \(error.localizedDescription),이름 변경 실패: \(error.localizedDescription),
이름 입력,이름 입력,
이메일 앱이 열렸습니다,이메일 앱이 열렸습니다,
이메일 제한,이메일 제한,
"이미 이 기기에서 동일한 키로 활성화됨.
\(formatter.string(from: expiry)) 까지 사용 가능","이미 이 기기에서 동일한 키로 활성화됨.
\(formatter.string(from: expiry)) 까지 사용 가능",
이미 존재하는 파일 \(existingFiles.count)개,이미 존재하는 파일 \(existingFiles.count)개,
이전 / 다음 사진,이전 / 다음 사진,
인물,인물,
인물 \(Int(photo.personCoverage * 100))%,인물 \(Int(photo.personCoverage * 100))%,
인물 사진에서 눈 감은 얼굴 감지 (Vision 프레임워크),인물 사진에서 눈 감은 얼굴 감지 (Vision 프레임워크),
인물 이름 변경,인물 이름 변경,
인물 초점 분석,인물 초점 분석,
인증 코드를 받지 못했습니다,인증 코드를 받지 못했습니다,
일괄 보정 시작 (\(photos.count)장),일괄 보정 시작 (\(photos.count)장),
일괄 적용 (\(targetPhotos.count)장),일괄 적용 (\(targetPhotos.count)장),
자동 보정 (로컬),자동 보정 (로컬),
자동보정/\(jpgURL.lastPathComponent),자동보정/\(jpgURL.lastPathComponent),
자동보정/\(rawURL.lastPathComponent),자동보정/\(rawURL.lastPathComponent),
자유,자유,
작가,작가,
잘못된 API URL,잘못된 API URL,
잘못된 file URL,잘못된 file URL,
잘못된 permissions URL,잘못된 permissions URL,
잘못된 token URL,잘못된 token URL,
잘못된 응답,잘못된 응답,
장면 분류,장면 분류,
장면 분류 / 얼굴 그룹핑,장면 분류 / 얼굴 그룹핑,
저장 실패: \(error.localizedDescription),저장 실패: \(error.localizedDescription),
저장 완료: \(saveURL.lastPathComponent),저장 완료: \(saveURL.lastPathComponent),
저장 위치,저장 위치,
저장됨,저장됨,
저장할 폴더 선택,저장할 폴더 선택,
적용 완료,적용 완료,
"적정 해상도
적정 캐시","적정 해상도
적정 캐시",
전송 중...,전송 중...,
전체 사진,전체 사진,
전체: \(store.photoCount)장,전체: \(store.photoCount)장,
전체화면 컬링 모드 (Cmd+F) + 필름스트립,전체화면 컬링 모드 (Cmd+F) + 필름스트립,
정확:\(exactCount) 유사:\(fuzzyCount) 번호:\(numberCount) — ★1 별점 적용됨,정확:\(exactCount) 유사:\(fuzzyCount) 번호:\(numberCount) — ★1 별점 적용됨,
종료 시 공유 링크,종료 시 공유 링크,
좋음,좋음,
주황,주황,
중립,중립,
즉시사용,즉시사용,
즐겨찾기 표시 이름 변경,즐겨찾기 표시 이름 변경,
지시사항,지시사항,
지원하는 이미지/RAW/비디오 파일이 없습니다,지원하는 이미지/RAW/비디오 파일이 없습니다,
직접 입력,직접 입력,
차가운,차가운,
차분한,차분한,
참고용,참고용,
처리 성능,처리 성능,
처리 중: \(currentFile),처리 중: \(currentFile),
초록,초록,
초록 (8),초록 (8),
총 용량: \(formatSize(stats.totalSize)),총 용량: \(formatSize(stats.totalSize)),
촬영 #\(self.captureCount): \(fileName),촬영 #\(self.captureCount): \(fileName),
촬영 날짜,촬영 날짜,
촬영자 이름,촬영자 이름,
최고,최고,
"최대 해상도
큰 캐시","최대 해상도
큰 캐시",
최신 버전입니다 (v\(updateService.currentVersion)),최신 버전입니다 (v\(updateService.currentVersion)),
추천,추천,
축소,축소,
출력 형식,출력 형식,
취소됨,취소됨,
카메라 검색 중...,카메라 검색 중...,
카메라 모델,카메라 모델,
카메라 모델명,카메라 모델명,
카메라 연결이 해제되었습니다,카메라 연결이 해제되었습니다,
카톡/메신저로 받은 사진이 있는 폴더를 선택하세요,카톡/메신저로 받은 사진이 있는 폴더를 선택하세요,
캐시 및 메모리,캐시 및 메모리,
캐시 삭제,캐시 삭제,
캐시 저장 위치,캐시 저장 위치,
캐시 크기 제한,캐시 크기 제한,
캐시 파일을 저장할 폴더를 선택하세요,캐시 파일을 저장할 폴더를 선택하세요,
캐시 현황,캐시 현황,
컨택트시트 PDF 저장,컨택트시트 PDF 저장,
컬러 라벨 전면 개편 — 빨강/노랑/초록/파랑/보라 (6~9키),컬러 라벨 전면 개편 — 빨강/노랑/초록/파랑/보라 (6~9키),
컬링 강도 조절 (엄격/보통/느슨),컬링 강도 조절 (엄격/보통/느슨),
코멘트: \(commentCount)장,코멘트: \(commentCount)장,
크기 \(Int(watermarkFontSize))pt,크기 \(Int(watermarkFontSize))pt,
크래시/데이터레이스/메모리누수 수정 (v7.6~v7.7),크래시/데이터레이스/메모리누수 수정 (v7.6~v7.7),
클라이언트 사진 폴더 선택,클라이언트 사진 폴더 선택,
클라이언트 셀렉 업로드 중...,클라이언트 셀렉 업로드 중...,
"클라이언트 폰으로 QR 스캔하면
Google Drive 폴더를 바로 확인할 수 있습니다","클라이언트 폰으로 QR 스캔하면
Google Drive 폴더를 바로 확인할 수 있습니다",
클라이언트: \(comment),클라이언트: \(comment),
클라이언트가 반환한 JPG 파일이 있는 폴더를 선택하세요,클라이언트가 반환한 JPG 파일이 있는 폴더를 선택하세요,
클러스터,클러스터,
클릭,클릭,
클린샷,클린샷,
탐색,탐색,
테더링 사진을 저장할 폴더를 선택하세요,테더링 사진을 저장할 폴더를 선택하세요,
테더링 시작,테더링 시작,
테더링 중지,테더링 중지,
테더링 중지됨,테더링 중지됨,
텍스트,텍스트,
토큰 갱신 실패,토큰 갱신 실패,
토큰 교환: JSON 파싱 실패,토큰 교환: JSON 파싱 실패,
토큰 교환: access_token 없음,토큰 교환: access_token 없음,
토큰 교환: 응답 없음,토큰 교환: 응답 없음,
투명도 \(Int(watermarkOpacity * 100))%,투명도 \(Int(watermarkOpacity * 100))%,
특별 지시사항,특별 지시사항,
파랑,파랑,
파랑 (9),파랑 (9),
파일,파일,
파일 가져오기,파일 가져오기,
파일 복사,파일 복사,
파일 삭제,파일 삭제,
파일 없음,파일 없음,
파일 이동,파일 이동,
파일명 매칭,파일명 매칭,
파일명 목록 파일 선택,파일명 목록 파일 선택,
파일을 읽을 수 없습니다: \(fileName),파일을 읽을 수 없습니다: \(fileName),
페이드,페이드,
편집후사용,편집후사용,
평가,평가,
평균 유사도: \(String(format: ,평균 유사도: \(String(format: ,
평균 점수: \(stats.averageScore)점,평균 점수: \(stats.averageScore)점,
폴더 내보내기,폴더 내보내기,
폴더 생성 실패,폴더 생성 실패,
폴더 생성 실패: \(error.localizedDescription),폴더 생성 실패: \(error.localizedDescription),
폴더 생성 실패: \(responseStr.prefix(200)),폴더 생성 실패: \(responseStr.prefix(200)),
폴더 선택 후 내보내기,폴더 선택 후 내보내기,
폴더 이름을 입력하세요,폴더 이름을 입력하세요,
표시할 이름을 입력하세요 (실제 폴더 이름은 변경되지 않습니다),표시할 이름을 입력하세요 (실제 폴더 이름은 변경되지 않습니다),
표시할 이미지가 없습니다,표시할 이미지가 없습니다,
표정 감지 + 얼굴 비교 패널,표정 감지 + 얼굴 비교 패널,
표정 비교 (\(photos.count)장),표정 비교 (\(photos.count)장),
품질 분석 (로컬),품질 분석 (로컬),
프로 수준 보정값 제안,프로 수준 보정값 제안,
프로그램 선택,프로그램 선택,
프로젝트,프로젝트,
프리패치 범위: \(prefetchRange)장,프리패치 범위: \(prefetchRange)장,
필터된 사진,필터된 사진,
핑크,핑크,
하위 폴더 스캔 중...,하위 폴더 스캔 중...,
하위 폴더 포함 \(photoCount)장 로드됨,하위 폴더 포함 \(photoCount)장 로드됨,
학습 \(styleLearner.sessionCount)회,학습 \(styleLearner.sessionCount)회,
학습 \(styleLearner.sessionCount)회 완료,학습 \(styleLearner.sessionCount)회 완료,
학습된 취향으로 자동 셀렉,학습된 취향으로 자동 셀렉,
한국 화보 스타일 자동 보정,한국 화보 스타일 자동 보정,
해상도 및 캐시,해상도 및 캐시,
행사/인물/군중/분위기 자동 분류,행사/인물/군중/분위기 자동 분류,
현재 목록의 파일과 매칭할 RAW 또는 JPG 파일이 있는 폴더를 선택하세요,현재 목록의 파일과 매칭할 RAW 또는 JPG 파일이 있는 폴더를 선택하세요,
현재 보정 작업이 진행 중입니다. 완료될 때까지 기다려주세요.,현재 보정 작업이 진행 중입니다. 완료될 때까지 기다려주세요.,
현재 분석이 진행 중입니다. 완료 후 다시 시도해주세요.,현재 분석이 진행 중입니다. 완료 후 다시 시도해주세요.,
현재 설정,현재 설정,
"현재 열린 폴더의 파일과 선택한 폴더의 파일을 파일명(baseName)으로 비교하여
JPG↔RAW를 자동 연결합니다.","현재 열린 폴더의 파일과 선택한 폴더의 파일을 파일명(baseName)으로 비교하여
JPG↔RAW를 자동 연결합니다.",
현재 폴더: \(url.lastPathComponent),현재 폴더: \(url.lastPathComponent),
"현재 폴더에서 랜덤 사진 6장을 보여줍니다.
마음에 드는 사진을 선택하세요.","현재 폴더에서 랜덤 사진 6장을 보여줍니다.
마음에 드는 사진을 선택하세요.",
현재 필터 기준,현재 필터 기준,
현재 필터 설정을 저장합니다.,현재 필터 설정을 저장합니다.,
현재: \(subscriptionManager.currentTier.displayName),현재: \(subscriptionManager.currentTier.displayName),
화면 맞춤,화면 맞춤,
확대,확대,
확대 / 축소,확대 / 축소,
확대/축소,확대/축소,
회색,회색,
흑백,흑백,
"흔들림, 초점 나감, 인물 초점 미스 감지","흔들림, 초점 나감, 인물 초점 미스 감지",
흰색,흰색,
히스토그램,히스토그램,
히스토그램 오버레이 토글,히스토그램 오버레이 토글,
🐢 절약 — 속도 우선 설정 추천,🐢 절약 — 속도 우선 설정 추천,
👤 \(store.faceGroupName(for: fgID)) 필터 적용,👤 \(store.faceGroupName(for: fgID)) 필터 적용,
"💾 JPG: 자동보정/\(jpg.lastPathComponent)
","💾 JPG: 자동보정/\(jpg.lastPathComponent)
",
"💾 RAW: 자동보정/\(raw.lastPathComponent)
","💾 RAW: 자동보정/\(raw.lastPathComponent)
",
📁 '\(folderURL.lastPathComponent)' → '\(destination.lastPathComponent)'로 이동,📁 '\(folderURL.lastPathComponent)' → '\(destination.lastPathComponent)'로 이동,
📁 '\(name)' 폴더 생성 완료,📁 '\(name)' 폴더 생성 완료,
📂 \(copied)개 파일 복사 완료 → \(destFolder.lastPathComponent),📂 \(copied)개 파일 복사 완료 → \(destFolder.lastPathComponent),
📋 \(targetCount)개 파일명 복사됨,📋 \(targetCount)개 파일명 복사됨,
"🔗 공유 링크가 클립보드에 복사되었습니다.
클라이언트에게 전달해주세요.","🔗 공유 링크가 클립보드에 복사되었습니다.
클라이언트에게 전달해주세요.",
🚀 고성능 — 최대 설정 가능,🚀 고성능 — 최대 설정 가능,
